GO_ID,ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
GO:0070671,BP,response to interleukin-12,12,0,1,1,""
GO:0070715,BP,sodium-dependent organic cation transport,1,0,1,1,""
GO:0070728,MF,L-leucine binding,6,0,1,1,""
GO:0070773,MF,protein-N-terminal glutamine amidohydrolase activity,1,0,1,1,""
GO:0070781,BP,response to biotin,1,0,1,1,""
GO:0070841,BP,inclusion body assembly,28,0,1,1,""
GO:0070877,CC,microprocessor complex,2,0,1,1,""
GO:0070943,BP,neutrophil-mediated killing of symbiont cell,11,0,1,1,""
GO:0070953,BP,regulation of neutrophil mediated killing of fungus,2,0,1,1,""
GO:0070965,BP,positive regulation of neutrophil mediated killing of fungus,2,0,1,1,""
GO:0070976,MF,TIR domain binding,1,0,1,1,""
GO:0070996,MF,type 1 melanocortin receptor binding,5,0,1,1,""
GO:0071011,CC,precatalytic spliceosome,53,0,1,1,""
GO:0071028,BP,nuclear mRNA surveillance,11,0,1,1,""
GO:0071224,BP,cellular response to peptidoglycan,6,0,1,1,""
GO:0071259,BP,cellular response to magnetism,1,0,1,1,""
GO:0071265,BP,L-methionine biosynthetic process,11,0,1,1,""
GO:0071279,BP,cellular response to cobalt ion,3,0,1,1,""
GO:0071312,BP,cellular response to alkaloid,31,0,1,1,""
GO:0071352,BP,cellular response to interleukin-2,9,0,1,1,""
GO:0071384,BP,cellular response to corticosteroid stimulus,58,0,1,1,""
GO:0071402,BP,cellular response to lipoprotein particle stimulus,43,0,1,1,""
GO:0071409,BP,cellular response to cycloheximide,1,0,1,1,""
GO:0071449,BP,cellular response to lipid hydroperoxide,1,0,1,1,""
GO:0071464,BP,cellular response to hydrostatic pressure,3,0,1,1,""
GO:0071494,BP,cellular response to UV-C,2,0,1,1,""
GO:0071498,BP,cellular response to fluid shear stress,44,0,1,1,""
GO:0071501,BP,cellular response to sterol depletion,15,0,1,1,""
GO:0071540,CC,"eukaryotic translation initiation factor 3 complex, eIF3e",2,0,1,1,""
GO:0071622,BP,regulation of granulocyte chemotaxis,47,0,1,1,""
GO:0071867,BP,response to monoamine,55,0,1,1,""
GO:0071868,BP,cellular response to monoamine stimulus,54,0,1,1,""
GO:0071947,BP,protein deubiquitination involved in ubiquitin-dependent protein catabolic process,5,0,1,1,""
GO:0071963,BP,establishment or maintenance of cell polarity regulating cell shape,5,0,1,1,""
GO:0072074,BP,kidney mesenchyme development,16,0,1,1,""
GO:0072200,BP,negative regulation of mesenchymal cell proliferation involved in ureter development,1,0,1,1,""
GO:0072224,BP,metanephric glomerulus development,14,0,1,1,""
GO:0072243,BP,metanephric nephron epithelium development,21,0,1,1,""
GO:0072244,BP,metanephric glomerular epithelium development,1,0,1,1,""
GO:0072248,BP,metanephric podocyte differentiation,1,0,1,1,""
GO:0072249,BP,metanephric podocyte development,1,0,1,1,""
GO:0072312,BP,metanephric glomerular epithelial cell differentiation,1,0,1,1,""
GO:0072313,BP,metanephric glomerular epithelial cell development,1,0,1,1,""
GO:0072332,BP,intrinsic apoptotic signaling pathway by p53 class mediator,66,0,1,1,""
GO:0072337,BP,modified amino acid transport,38,0,1,1,""
GO:0072539,BP,T-helper 17 cell differentiation,53,0,1,1,""
GO:0075519,BP,microtubule-dependent intracellular transport of viral material,1,0,1,1,""
GO:0075521,BP,microtubule-dependent intracellular transport of viral material towards nucleus,1,0,1,1,""
GO:0075606,BP,transport of viral material towards nucleus,1,0,1,1,""
GO:0080079,MF,cellobiose glucosidase activity,1,0,1,1,""
GO:0080121,BP,AMP transport,2,0,1,1,""
GO:0080122,MF,AMP transmembrane transporter activity,2,0,1,1,""
GO:0085029,BP,extracellular matrix assembly,41,0,1,1,""
GO:0086050,BP,membrane repolarization during bundle of His cell action potential,1,0,1,1,""
GO:0086052,BP,membrane repolarization during SA node cell action potential,1,0,1,1,""
GO:0086067,BP,AV node cell to bundle of His cell communication,13,0,1,1,""
GO:0086069,BP,bundle of His cell to Purkinje myocyte communication,15,0,1,1,""
GO:0086087,MF,voltage-gated potassium channel activity involved in bundle of His cell action potential repolarization,1,0,1,1,""
GO:0086090,MF,voltage-gated potassium channel activity involved in SA node cell action potential repolarization,1,0,1,1,""
GO:0086097,BP,phospholipase C-activating angiotensin-activated signaling pathway,3,0,1,1,""
GO:0090022,BP,regulation of neutrophil chemotaxis,28,0,1,1,""
GO:0090037,BP,positive regulation of protein kinase C signaling,3,0,1,1,""
GO:0090090,BP,negative regulation of canonical Wnt signaling pathway,131,0,1,1,""
GO:0090194,BP,negative regulation of glomerulus development,1,0,1,1,""
GO:0090264,BP,regulation of immune complex clearance by monocytes and macrophages,2,0,1,1,""
GO:0090265,BP,positive regulation of immune complex clearance by monocytes and macrophages,2,0,1,1,""
GO:0090435,BP,protein localization to nuclear envelope,12,0,1,1,""
GO:0090611,BP,ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway,5,0,1,1,""
GO:0090636,CC,outer dense plaque of desmosome,1,0,1,1,""
GO:0090637,CC,inner dense plaque of desmosome,1,0,1,1,""
GO:0090657,BP,telomeric loop disassembly,9,0,1,1,""
GO:0090661,CC,box H/ACA telomerase RNP complex,4,0,1,1,""
GO:0090663,BP,galanin-activated signaling pathway,2,0,1,1,""
GO:0097051,BP,establishment of protein localization to endoplasmic reticulum membrane,3,0,1,1,""
GO:0097089,BP,methyl-branched fatty acid metabolic process,4,0,1,1,""
GO:0097106,BP,postsynaptic density organization,47,0,1,1,""
GO:0097128,CC,cyclin D1-CDK4 complex,1,0,1,1,""
GO:0097152,BP,mesenchymal cell apoptotic process,4,0,1,1,""
GO:0097158,MF,pre-mRNA intronic pyrimidine-rich binding,2,0,1,1,""
GO:0097180,CC,serine protease inhibitor complex,3,0,1,1,""
GO:0097208,CC,alveolar lamellar body,9,0,1,1,""
GO:0097325,BP,melanocyte proliferation,5,0,1,1,""
GO:0097350,BP,neutrophil clearance,3,0,1,1,""
GO:0097440,CC,apical dendrite,18,0,1,1,""
GO:0097541,CC,axonemal basal plate,1,0,1,1,""
GO:0097545,CC,axonemal doublet microtubule,46,0,1,1,""
GO:0097551,BP,mitochondrial double-strand break repair,1,0,1,1,""
GO:0097552,BP,mitochondrial double-strand break repair via homologous recombination,1,0,1,1,""
GO:0097728,CC,9+0 motile cilium,5,0,1,1,""
GO:0097747,MF,RNA polymerase activity,31,0,1,1,""
GO:0098534,BP,centriole assembly,50,0,1,1,""
GO:0098639,MF,collagen binding involved in cell-matrix adhesion,5,0,1,1,""
GO:0098643,CC,fibrillar collagen complex,11,0,1,1,""
GO:0098792,BP,xenophagy,12,0,1,1,""
GO:0098958,BP,retrograde axonal transport of mitochondrion,1,0,1,1,""
GO:0099020,CC,perinuclear endoplasmic reticulum lumen,1,0,1,1,""
GO:0099023,CC,vesicle tethering complex,66,0,1,1,""
GO:0099092,CC,"postsynaptic density, intracellular component",21,0,1,1,""
GO:0099095,MF,ligand-gated monoatomic anion channel activity,41,0,1,1,""
GO:0099514,BP,synaptic vesicle cytoskeletal transport,19,0,1,1,""
GO:0099517,BP,synaptic vesicle transport along microtubule,19,0,1,1,""
GO:0099552,BP,"trans-synaptic signaling by lipid, modulating synaptic transmission",4,0,1,1,""
GO:0099553,BP,"trans-synaptic signaling by endocannabinoid, modulating synaptic transmission",4,0,1,1,""
GO:0099625,BP,ventricular cardiac muscle cell membrane repolarization,28,0,1,1,""
GO:0106120,BP,positive regulation of sterol biosynthetic process,16,0,1,1,""
GO:0106237,MF,arachidonate 12(R)-lipoxygenase activity,1,0,1,1,""
GO:0120042,BP,negative regulation of macrophage proliferation,1,0,1,1,""
GO:0120063,BP,stomach smooth muscle contraction,2,0,1,1,""
GO:0120189,BP,positive regulation of bile acid secretion,1,0,1,1,""
GO:0120558,MF,lysophospholipase A1 activity,25,0,1,1,""
GO:0140059,BP,dendrite arborization,9,0,1,1,""
GO:0140074,BP,cardiac endothelial to mesenchymal transition,3,0,1,1,""
GO:0140143,CC,collagenous component of basement membrane,8,0,1,1,""
GO:0140207,BP,tripeptide import across plasma membrane,2,0,1,1,""
GO:0140345,MF,phosphatidylcholine flippase activity,5,0,1,1,""
GO:0140699,MF,cyclic GMP-AMP synthase activity,1,0,1,1,""
GO:0140749,MF,phlorizin hydrolase activity,1,0,1,1,""
GO:0140825,MF,lactoperoxidase activity,2,0,1,1,""
GO:0140829,MF,bicarbonate:monoatomic anion antiporter activity,16,0,1,1,""
GO:0140870,MF,RNA polymerase inhibitor activity,8,0,1,1,""
GO:0140900,MF,chloride:bicarbonate antiporter activity,16,0,1,1,""
GO:0140911,MF,pore-forming activity,5,0,1,1,""
GO:0141061,BP,disruption of cell in another organism,103,0,1,1,""
GO:0150005,CC,enzyme activator complex,13,0,1,1,""
GO:0150043,MF,structural constituent of synapse-associated extracellular matrix,2,0,1,1,""
GO:0150053,CC,cerebellar climbing fiber to Purkinje cell synapse,9,0,1,1,""
GO:0150058,CC,amylin receptor complex 3,2,0,1,1,""
GO:0150079,BP,negative regulation of neuroinflammatory response,19,0,1,1,""
GO:0150101,BP,regulation of microtubule anchoring at centrosome,1,0,1,1,""
GO:0150117,BP,positive regulation of cell-substrate junction organization,32,0,1,1,""
GO:0160002,MF,ADP-D-ribose modification-dependent protein binding,6,0,1,1,""
GO:0160025,BP,sensory perception of itch,7,0,1,1,""
GO:0160044,MF,sulfate:chloride antiporter activity,1,0,1,1,""
GO:0160129,MF,protein-DNA covalent cross-linking activity,1,0,1,1,""
GO:0160184,BP,paracellular transport,7,0,1,1,""
GO:0160195,BP,negative regulation of phospholipase C/protein kinase C signal transduction,4,0,1,1,""
GO:0160295,CC,mitochondrial complex I intermediate assembly complex,6,0,1,1,""
GO:0170041,BP,non-proteinogenic amino acid metabolic process,51,0,1,1,""
GO:0180022,CC,RQC-trigger complex,3,0,1,1,""
GO:0180034,BP,"co-transcriptional lncRNA 3' end processing, cleavage and polyadenylation pathway",1,0,1,1,""
GO:1900016,BP,negative regulation of cytokine production involved in inflammatory response,42,0,1,1,""
GO:1900102,BP,negative regulation of endoplasmic reticulum unfolded protein response,22,0,1,1,""
GO:1900104,BP,regulation of hyaluranon cable assembly,3,0,1,1,""
GO:1900106,BP,positive regulation of hyaluranon cable assembly,3,0,1,1,""
GO:1900134,BP,negative regulation of renin secretion into blood stream,2,0,1,1,""
GO:1900166,BP,regulation of glial cell-derived neurotrophic factor production,2,0,1,1,""
GO:1900168,BP,positive regulation of glial cell-derived neurotrophic factor production,2,0,1,1,""
GO:1900223,BP,positive regulation of amyloid-beta clearance,7,0,1,1,""
GO:1900369,BP,negative regulation of post-transcriptional gene silencing by regulatory ncRNA,15,0,1,1,""
GO:1900370,BP,positive regulation of post-transcriptional gene silencing by RNA,10,0,1,1,""
GO:1900409,BP,positive regulation of cellular response to oxidative stress,1,0,1,1,""
GO:1901020,BP,negative regulation of calcium ion transmembrane transporter activity,10,0,1,1,""
GO:1901076,BP,positive regulation of engulfment of apoptotic cell,2,0,1,1,""
GO:1901081,BP,negative regulation of relaxation of smooth muscle,2,0,1,1,""
GO:1901202,BP,negative regulation of extracellular matrix assembly,10,0,1,1,""
GO:1901318,BP,negative regulation of flagellated sperm motility,3,0,1,1,""
GO:1901329,BP,regulation of odontoblast differentiation,11,0,1,1,""
GO:1901330,BP,negative regulation of odontoblast differentiation,1,0,1,1,""
GO:1901387,BP,positive regulation of voltage-gated calcium channel activity,5,0,1,1,""
GO:1901490,BP,regulation of lymphangiogenesis,4,0,1,1,""
GO:1901645,BP,regulation of synoviocyte proliferation,4,0,1,1,""
GO:1901733,BP,quercetin catabolic process,1,0,1,1,""
GO:1901787,BP,benzoyl-CoA metabolic process,1,0,1,1,""
GO:1901873,BP,regulation of post-translational protein modification,198,0,1,1,""
GO:1902020,BP,negative regulation of cilium-dependent cell motility,3,0,1,1,""
GO:1902072,BP,negative regulation of hypoxia-inducible factor-1alpha signaling pathway,1,0,1,1,""
GO:1902074,BP,response to salt,21,0,1,1,""
GO:1902204,BP,positive regulation of hepatocyte growth factor receptor signaling pathway,1,0,1,1,""
GO:1902219,BP,negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress,4,0,1,1,""
GO:1902227,BP,negative regulation of macrophage colony-stimulating factor signaling pathway,3,0,1,1,""
GO:1902425,BP,positive regulation of attachment of mitotic spindle microtubules to kinetochore,8,0,1,1,""
GO:1902426,BP,deactivation of mitotic spindle assembly checkpoint,3,0,1,1,""
GO:1902491,BP,negative regulation of sperm capacitation,1,0,1,1,""
GO:1902493,CC,acetyltransferase complex,94,0,1,1,""
GO:1902523,BP,positive regulation of protein K63-linked ubiquitination,7,0,1,1,""
GO:1902560,CC,GMP reductase complex,2,0,1,1,""
GO:1902563,BP,regulation of neutrophil activation,11,0,1,1,""
GO:1902629,BP,regulation of mRNA stability involved in cellular response to UV,1,0,1,1,""
GO:1902632,BP,positive regulation of membrane hyperpolarization,2,0,1,1,""
GO:1902710,CC,GABA receptor complex,18,0,1,1,""
GO:1902823,BP,negative regulation of late endosome to lysosome transport,2,0,1,1,""
GO:1902847,BP,regulation of neuronal signal transduction,1,0,1,1,""
GO:1902954,BP,regulation of early endosome to recycling endosome transport,4,0,1,1,""
GO:1902969,BP,mitotic DNA replication,15,0,1,1,""
GO:1903095,CC,ribonuclease III complex,2,0,1,1,""
GO:1903135,MF,cupric ion binding,5,0,1,1,""
GO:1903244,BP,positive regulation of cardiac muscle hypertrophy in response to stress,10,0,1,1,""
GO:1903332,BP,regulation of protein folding,11,0,1,1,""
GO:1903336,BP,negative regulation of vacuolar transport,2,0,1,1,""
GO:1903440,CC,amylin receptor complex,2,0,1,1,""
GO:1903487,BP,regulation of lactation,3,0,1,1,""
GO:1903564,BP,regulation of protein localization to cilium,13,0,1,1,""
GO:1903689,BP,"regulation of wound healing, spreading of epidermal cells",10,0,1,1,""
GO:1903712,BP,cysteine transmembrane transport,3,0,1,1,""
GO:1903724,BP,positive regulation of centriole elongation,7,0,1,1,""
GO:1903769,BP,negative regulation of cell proliferation in bone marrow,1,0,1,1,""
GO:1903778,BP,protein localization to vacuolar membrane,1,0,1,1,""
GO:1903781,BP,positive regulation of cardiac conduction,1,0,1,1,""
GO:1903867,BP,extraembryonic membrane development,7,0,1,1,""
GO:1903905,BP,positive regulation of establishment of T cell polarity,4,0,1,1,""
GO:1903935,BP,response to sodium arsenite,6,0,1,1,""
GO:1903965,BP,monounsaturated fatty acid catabolic process,1,0,1,1,""
GO:1904092,BP,regulation of autophagic cell death,4,0,1,1,""
GO:1904428,BP,negative regulation of tubulin deacetylation,2,0,1,1,""
GO:1904440,BP,positive regulation of iron ion import across plasma membrane,3,0,1,1,""
GO:1904470,BP,regulation of endothelin production,3,0,1,1,""
GO:1904472,BP,positive regulation of endothelin production,3,0,1,1,""
GO:1904568,BP,cellular response to wortmannin,1,0,1,1,""
GO:1904716,BP,positive regulation of chaperone-mediated autophagy,1,0,1,1,""
GO:1904828,BP,positive regulation of hydrogen sulfide biosynthetic process,1,0,1,1,""
GO:1904837,BP,beta-catenin-TCF complex assembly,3,0,1,1,""
GO:1904847,BP,regulation of cell chemotaxis to fibroblast growth factor,8,0,1,1,""
GO:1904848,BP,negative regulation of cell chemotaxis to fibroblast growth factor,4,0,1,1,""
GO:1904936,BP,interneuron migration,4,0,1,1,""
GO:1904971,BP,regulation of viral translation,3,0,1,1,""
GO:1904997,BP,regulation of leukocyte adhesion to arterial endothelial cell,7,0,1,1,""
GO:1905051,BP,regulation of base-excision repair,4,0,1,1,""
GO:1905053,BP,positive regulation of base-excision repair,2,0,1,1,""
GO:1905178,BP,regulation of cardiac muscle tissue regeneration,4,0,1,1,""
GO:1905232,BP,cellular response to L-glutamate,8,0,1,1,""
GO:1905310,BP,regulation of cardiac neural crest cell migration involved in outflow tract morphogenesis,3,0,1,1,""
GO:1905312,BP,positive regulation of cardiac neural crest cell migration involved in outflow tract morphogenesis,3,0,1,1,""
GO:1905553,BP,regulation of blood vessel branching,7,0,1,1,""
GO:1905771,BP,negative regulation of mesodermal cell differentiation,2,0,1,1,""
GO:1905794,BP,response to puromycin,1,0,1,1,""
GO:1905795,BP,cellular response to puromycin,1,0,1,1,""
GO:1905867,BP,epididymis development,2,0,1,1,""
GO:1905897,BP,regulation of response to endoplasmic reticulum stress,87,0,1,1,""
GO:1990009,BP,retinal cell apoptotic process,3,0,1,1,""
GO:1990047,CC,spindle matrix,1,0,1,1,""
GO:1990111,CC,spermatoproteasome complex,5,0,1,1,""
GO:1990117,BP,B cell receptor apoptotic signaling pathway,2,0,1,1,""
GO:1990140,CC,molybdopterin synthase complex,1,0,1,1,""
GO:1990229,CC,iron-sulfur cluster assembly complex,13,0,1,1,""
GO:1990238,MF,double-stranded DNA endonuclease activity,1,0,1,1,""
GO:1990239,MF,steroid hormone binding,6,0,1,1,""
GO:1990254,MF,keratin filament binding,6,0,1,1,""
GO:1990477,CC,MTREC complex,1,0,1,1,""
GO:1990597,CC,AIP1-IRE1 complex,2,0,1,1,""
GO:1990676,CC,Golgi trans cisterna membrane,2,0,1,1,""
GO:1990708,BP,conditioned place preference,9,0,1,1,""
GO:1990771,BP,clathrin-dependent extracellular exosome endocytosis,1,0,1,1,""
GO:1990775,BP,endothelin production,3,0,1,1,""
GO:1990961,BP,xenobiotic detoxification by transmembrane export across the plasma membrane,25,0,1,1,""
GO:2000004,BP,regulation of metanephric S-shaped body morphogenesis,1,0,1,1,""
GO:2000005,BP,negative regulation of metanephric S-shaped body morphogenesis,1,0,1,1,""
GO:2000006,BP,regulation of metanephric comma-shaped body morphogenesis,1,0,1,1,""
GO:2000007,BP,negative regulation of metanephric comma-shaped body morphogenesis,1,0,1,1,""
GO:2000010,BP,positive regulation of protein localization to cell surface,15,0,1,1,""
GO:2000019,BP,negative regulation of male gonad development,1,0,1,1,""
GO:2000066,BP,positive regulation of cortisol biosynthetic process,1,0,1,1,""
GO:2000136,BP,regulation of cell proliferation involved in heart morphogenesis,8,0,1,1,""
GO:2000180,BP,negative regulation of androgen biosynthetic process,1,0,1,1,""
GO:2000194,BP,regulation of female gonad development,6,0,1,1,""
GO:2000308,BP,negative regulation of tumor necrosis factor (ligand) superfamily member 11 production,1,0,1,1,""
GO:2000323,BP,negative regulation of nuclear receptor-mediated glucocorticoid signaling pathway,6,0,1,1,""
GO:2000373,BP,positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity,3,0,1,1,""
GO:2000466,BP,negative regulation of glycogen (starch) synthase activity,1,0,1,1,""
GO:2000548,BP,negative regulation of dendritic cell dendrite assembly,1,0,1,1,""
GO:2000553,BP,positive regulation of T-helper 2 cell cytokine production,7,0,1,1,""
GO:2000563,BP,"positive regulation of CD4-positive, alpha-beta T cell proliferation",4,0,1,1,""
GO:2000595,BP,regulation of optic nerve formation,1,0,1,1,""
GO:2000597,BP,positive regulation of optic nerve formation,1,0,1,1,""
GO:2000637,BP,positive regulation of miRNA-mediated gene silencing,10,0,1,1,""
GO:2000640,BP,positive regulation of SREBP signaling pathway,4,0,1,1,""
GO:2000737,BP,negative regulation of stem cell differentiation,18,0,1,1,""
GO:2000756,BP,regulation of peptidyl-lysine acetylation,4,0,1,1,""
GO:2000772,BP,regulation of cellular senescence,48,0,1,1,""
GO:2000813,BP,negative regulation of barbed-end actin filament capping,3,0,1,1,""
GO:2000891,BP,cellobiose metabolic process,1,0,1,1,""
GO:2000892,BP,cellobiose catabolic process,1,0,1,1,""
GO:2001014,BP,regulation of skeletal muscle cell differentiation,22,0,1,1,""
GO:2001200,BP,positive regulation of dendritic cell differentiation,3,0,1,1,""
GO:2001303,BP,lipoxin A4 biosynthetic process,3,0,1,1,""
GO:0000026,MF,"alpha-1,2-mannosyltransferase activity",4,0,1,1,""
GO:0000045,BP,autophagosome assembly,109,0,1,1,""
GO:0000053,BP,argininosuccinate metabolic process,1,0,1,1,""
GO:0000054,BP,ribosomal subunit export from nucleus,12,0,1,1,""
GO:0000145,CC,exocyst,16,0,1,1,""
GO:0000159,CC,protein phosphatase type 2A complex,17,0,1,1,""
GO:0000172,CC,ribonuclease MRP complex,11,0,1,1,""
GO:0000243,CC,commitment complex,5,0,1,1,""
GO:0000295,MF,adenine nucleotide transmembrane transporter activity,22,0,1,1,""
GO:0000313,CC,organellar ribosome,80,0,1,1,""
GO:0000407,CC,phagophore assembly site,38,0,1,1,""
GO:0000413,BP,protein peptidyl-prolyl isomerization,3,0,1,1,""
GO:0000417,CC,HIR complex,1,0,1,1,""
GO:0000422,BP,autophagy of mitochondrion,104,0,1,1,""
GO:0000451,BP,rRNA 2'-O-methylation,8,0,1,1,""
GO:0000801,CC,central element,7,0,1,1,""
GO:0000806,CC,Y chromosome,2,0,1,1,""
GO:0000938,CC,GARP complex,5,0,1,1,""
GO:0000972,BP,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery,7,0,1,1,""
GO:0001164,MF,RNA polymerase I core promoter sequence-specific DNA binding,8,0,1,1,""
GO:0001547,BP,antral ovarian follicle growth,6,0,1,1,""
GO:0001587,MF,Gq/11-coupled serotonin receptor activity,2,0,1,1,""
GO:0001673,CC,male germ cell nucleus,30,0,1,1,""
GO:0001711,BP,endodermal cell fate commitment,12,0,1,1,""
GO:0001783,BP,B cell apoptotic process,16,0,1,1,""
GO:0001785,MF,prostaglandin J receptor activity,2,0,1,1,""
GO:0001825,BP,blastocyst formation,13,0,1,1,""
GO:0001829,BP,trophectodermal cell differentiation,6,0,1,1,""
GO:0001885,BP,endothelial cell development,48,0,1,1,""
GO:0001912,BP,positive regulation of leukocyte mediated cytotoxicity,56,0,1,1,""
GO:0001945,BP,lymph vessel development,23,0,1,1,""
GO:0001954,BP,positive regulation of cell-matrix adhesion,56,0,1,1,""
GO:0001967,BP,suckling behavior,2,0,1,1,""
GO:0001980,BP,regulation of systemic arterial blood pressure by ischemic conditions,1,0,1,1,""
GO:0002183,BP,cytoplasmic translational initiation,45,0,1,1,""
GO:0002196,MF,Ser-tRNA(Ala) deacylase activity,2,0,1,1,""
GO:0002292,BP,T cell differentiation involved in immune response,85,0,1,1,""
GO:0002317,BP,plasma cell differentiation,8,0,1,1,""
GO:0002366,BP,leukocyte activation involved in immune response,256,0,1,1,""
GO:0002371,BP,dendritic cell cytokine production,13,0,1,1,""
GO:0002387,BP,immune response in gut-associated lymphoid tissue,7,0,1,1,""
GO:0002434,BP,immune complex clearance,4,0,1,1,""
GO:0002448,BP,mast cell mediated immunity,46,0,1,1,""
GO:0002474,BP,antigen processing and presentation of peptide antigen via MHC class I,34,0,1,1,""
GO:0002574,BP,thrombocyte differentiation,1,0,1,1,""
GO:0002577,BP,regulation of antigen processing and presentation,19,0,1,1,""
GO:0002589,BP,regulation of antigen processing and presentation of peptide antigen via MHC class I,2,0,1,1,""
GO:0002590,BP,negative regulation of antigen processing and presentation of peptide antigen via MHC class I,2,0,1,1,""
GO:0002604,BP,regulation of dendritic cell antigen processing and presentation,9,0,1,1,""
GO:0002634,BP,regulation of germinal center formation,5,0,1,1,""
GO:0002674,BP,negative regulation of acute inflammatory response,9,0,1,1,""
GO:0002730,BP,regulation of dendritic cell cytokine production,13,0,1,1,""
GO:0002760,BP,positive regulation of antimicrobial humoral response,6,0,1,1,""
GO:0002774,BP,Fc receptor mediated inhibitory signaling pathway,5,0,1,1,""
GO:0002856,BP,negative regulation of natural killer cell mediated immune response to tumor cell,3,0,1,1,""
GO:0002859,BP,negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target,3,0,1,1,""
GO:0003032,BP,detection of oxygen,4,0,1,1,""
GO:0003162,BP,atrioventricular node development,8,0,1,1,""
GO:0003207,BP,cardiac chamber formation,10,0,1,1,""
GO:0003214,BP,cardiac left ventricle morphogenesis,15,0,1,1,""
GO:0003330,BP,regulation of extracellular matrix constituent secretion,8,0,1,1,""
GO:0003680,MF,minor groove of adenine-thymine-rich DNA binding,9,0,1,1,""
GO:0003828,MF,"alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity",6,0,1,1,""
GO:0003876,MF,AMP deaminase activity,3,0,1,1,""
GO:0003919,MF,FMN adenylyltransferase activity,1,0,1,1,""
GO:0003994,MF,aconitate hydratase activity,3,0,1,1,""
GO:0004018,MF,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity",1,0,1,1,""
GO:0004035,MF,alkaline phosphatase activity,4,0,1,1,""
GO:0004045,MF,peptidyl-tRNA hydrolase activity,6,0,1,1,""
GO:0004053,MF,arginase activity,3,0,1,1,""
GO:0004055,MF,argininosuccinate synthase activity,1,0,1,1,""
GO:0004056,MF,argininosuccinate lyase activity,1,0,1,1,""
GO:0004070,MF,aspartate carbamoyltransferase activity,1,0,1,1,""
GO:0004303,MF,estradiol 17-beta-dehydrogenase [NAD(P)+] activity,16,0,1,1,""
GO:0004321,MF,fatty-acyl-CoA synthase activity,6,0,1,1,""
GO:0004325,MF,ferrochelatase activity,1,0,1,1,""
GO:0004343,MF,glucosamine 6-phosphate N-acetyltransferase activity,1,0,1,1,""
GO:0004407,MF,histone deacetylase activity,20,0,1,1,""
GO:0004419,MF,hydroxymethylglutaryl-CoA lyase activity,2,0,1,1,""
GO:0004630,MF,D-type glycerophospholipase activity,6,0,1,1,""
GO:0004667,MF,prostaglandin-D synthase activity,3,0,1,1,""
GO:0004671,MF,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity,1,0,1,1,""
GO:0004694,MF,eukaryotic translation initiation factor 2alpha kinase activity,4,0,1,1,""
GO:0004697,MF,diacylglycerol-dependent serine/threonine kinase activity,16,0,1,1,""
GO:0004757,MF,sepiapterin reductase (NADP+) activity,1,0,1,1,""
GO:0004823,MF,leucine-tRNA ligase activity,2,0,1,1,""
GO:0004825,MF,methionine-tRNA ligase activity,2,0,1,1,""
GO:0004859,MF,phospholipase inhibitor activity,14,0,1,1,""
GO:0004876,MF,complement component C3a receptor activity,1,0,1,1,""
GO:0004956,MF,prostaglandin D receptor activity,2,0,1,1,""
GO:0004978,MF,corticotropin receptor activity,5,0,1,1,""
GO:0004979,MF,beta-endorphin receptor activity,1,0,1,1,""
GO:0005008,MF,hepatocyte growth factor receptor activity,1,0,1,1,""
GO:0005026,MF,"transforming growth factor beta receptor activity, type II",2,0,1,1,""
GO:0005031,MF,tumor necrosis factor receptor activity,8,0,1,1,""
GO:0005092,MF,GDP-dissociation inhibitor activity,15,0,1,1,""
GO:0005135,MF,interleukin-3 receptor binding,2,0,1,1,""
GO:0005173,MF,stem cell factor receptor binding,4,0,1,1,""
GO:0005244,MF,voltage-gated monoatomic ion channel activity,165,0,1,1,CACNA2D3
GO:0005330,MF,dopamine:sodium symporter activity,3,0,1,1,""
GO:0005334,MF,norepinephrine:sodium symporter activity,3,0,1,1,""
GO:0005365,MF,myo-inositol transmembrane transporter activity,4,0,1,1,""
GO:0005385,MF,zinc ion transmembrane transporter activity,26,0,1,1,""
GO:0005537,MF,D-mannose binding,21,0,1,1,""
GO:0005540,MF,hyaluronic acid binding,23,0,1,1,""
GO:0005549,MF,odorant binding,53,0,1,1,""
GO:0005588,CC,collagen type V trimer,3,0,1,1,""
GO:0005593,CC,FACIT collagen trimer,9,0,1,1,""
GO:0005663,CC,DNA replication factor C complex,5,0,1,1,""
GO:0005715,CC,late recombination nodule,1,0,1,1,""
GO:0005761,CC,mitochondrial ribosome,80,0,1,1,""
GO:0005801,CC,cis-Golgi network,58,0,1,1,""
GO:0005851,CC,eukaryotic translation initiation factor 2B complex,5,0,1,1,""
GO:0005900,CC,type I oncostatin-M receptor complex,2,0,1,1,""
GO:0005903,CC,brush border,106,0,1,1,""
GO:0005996,BP,monosaccharide metabolic process,206,0,1,1,""
GO:0006083,BP,acetate metabolic process,3,0,1,1,""
