slideId,dim1,dim2,group,split
522063,22.206799,1.0697881,NIM,train
522500,45.231094,1.7221735,IM,train
524825,27.47301,3.4584427,NV,test
524981,17.300598,-0.34199113,NIM,train
525132-1,38.027782,3.9485166,NIM,train
525132-2,-27.979853,-2.4928102,NV,train
525488,38.366673,2.991854,IM,train
526038,52.231365,0.53804374,IM,test
527228,3.4411604,1.5032116,IM,test
530421,-32.08631,4.3060837,NV,test
530723,-0.9117426,7.000315,NIM,test
531152,-4.49814,2.7646918,NIM,test
531946,-44.849144,-1.4139844,NV,train
537822,-25.958998,9.110092,NV,test
538163,-17.369558,10.076061,NV,test
538403,27.822844,0.15161729,NIM,test
540356,30.884184,-0.72441036,NIM,test
541324,4.304732,7.9384675,IM,train
541354,-24.781626,-8.599363,NV,test
542754-1,-11.49743,1.3561752,NIM,train
542754-2,2.897601,3.6910102,NV,train
543333,6.909006,5.898512,NV,test
545094,39.573765,-0.56158936,IM,train
545372,31.187084,1.9694625,IM,test
546299,37.43285,-1.5340259,IM,train
546569-1,-42.976276,-0.6469177,NV,train
546569-2,-19.376564,6.8258305,NV,train
546670,-36.065838,4.5452504,NV,train
547665,12.939359,2.6272936,NIM,train
549165,35.998974,2.8281798,IM,train
550193-2,-2.3637967,-0.3236836,NV,train
550664-1,-23.455069,-1.802572,NV,train
550664-2,-9.32578,2.9301865,NV,train
553931,-34.1006,-7.448755,NV,train
554185,21.283625,0.53097594,NIM,train
554970,48.943424,-0.8906844,IM,train
555612,-36.33193,-11.953673,IM,train
556044,-39.786545,-7.007122,NV,test
556823,-17.851105,4.9559846,NV,train
557730,-45.26607,-5.89813,NV,test
557961,42.58361,2.805426,IM,train
558024,45.753983,5.9943733,IM,train
559196,4.6574636,2.4834585,IM,train
563634,-30.45669,-0.78101814,NV,test
564124,52.196774,1.6887828,IM,train
564670,37.55585,7.1390247,IM,test
565200,-13.266374,6.5045586,NV,test
